media_id,media_name,affected_queue_sources,reported_distinct_source_ids,failed_execution_steps,category,actual_entry_urls,source_ids,reported_source_ids,reported_website_source_ids,reported_epaper_source_ids
03726bf2-e039-4b23-9cd7-796cb5817afe,广西日报,2,1,2,WAF/403/412/反爬,https://www.gxnews.com.cn/,5aa1e8ed-5ab3-4155-a685-c9dfc8fe6a8d | 9a8d571d-6584-411f-97c3-4c46a1defc32,489dda1a-b77b-4a4c-993e-b1c6dd9ae603,0,1
8a831626-f04f-4869-9261-6e8e0cd00ad1,常德市广播电视台,2,1,2,列表页解析失败,https://www.cdyy.com/,1aa8154a-3961-472a-8cb1-5690800b50c5 | 32abe8aa-c3d5-43aa-a9e1-64476bcc028c,390ff44f-77d4-4610-891b-af5acfbe86ad,0,1
d1f805e3-cf00-434b-99e1-a025a7c50ee4,辽宁日报,3,1,3,网络/TLS/超时,https://www.lnrb.com.cn/,c0dad72d-5215-493a-a9c5-0bff27c90ce2 | ca50c4a4-7682-4d85-94a6-03abdd1e8e43 | 1c73c5de-a50d-4a3b-bdcd-3a30ee8e8820,c0dad72d-5215-493a-a9c5-0bff27c90ce2,1,0
53ad7842-8878-4b65-bbe2-b727ff053a3e,西藏广播电视台,3,1,3,网络/TLS/超时,https://www.xzrtv.com/,5e92e756-f307-451b-98db-5d27e7e9df07 | 6379d28d-501c-46ce-a819-6b7bb0d0e4fb | bc8af55b-2b4e-4e46-af84-b491ab17f45a,6379d28d-501c-46ce-a819-6b7bb0d0e4fb,1,0
3ca72104-30ce-4592-810c-5e06aeaa4a78,天津海河传媒中心（天津广播电视台）,2,1,2,列表页解析失败,https://www.tjrm.cn/,c922b766-29d1-48dd-a775-43ca6e770eb4 | 4e9287bd-86da-404b-818b-fb03cf6872e5,7420743f-1e4b-4b4d-895e-dd40d50e1ca2,0,1
9e880afd-a36a-40c6-9714-a27d128e25cd,贵州日报,2,1,2,网络/TLS/超时,https://www.gznews.com.cn/,30af6b43-ae6c-45ec-b4b3-25b8991dd212 | a866f38a-aa2d-443b-ba8c-f49e583bbbcc,146ffa8d-5d80-40c2-9b5b-b1596777b76f,0,1
3609236d-2d86-40ba-8dc9-b715fcc4a61e,福建日报,3,1,3,列表页解析失败,https://www.fjdaily.com/,7bce761c-916b-4981-97a4-4b55fc2aaefb | ccef2051-e3ca-4f49-95df-67d5d0c3ec45 | ffd78ea3-5b4c-47ec-b890-aece4f334b7e,ccef2051-e3ca-4f49-95df-67d5d0c3ec45,1,0
c94bae33-0e38-465f-9ce2-f82f31095a5f,泰州广播电视台,2,0,2,其他：未注册抓取配置,,2a2eee38-a807-4771-b510-4831d7e41e23 | 43f9f894-8b41-43cf-ae55-33384f859190,,0,0
5801bac8-ccc0-42dd-8cd3-14e583a7a245,青海广播电视台,2,0,2,其他：未注册抓取配置,,f12289a0-2e8b-4838-9c13-09b7b2410c76 | 0e629bbb-b53b-4f4a-a005-0a2b3ffe4233,,0,0
6c9bcc8d-2da2-404e-87b6-fddd86feebb6,中国日报,1,0,1,其他：未注册抓取配置,,05dc3bbf-61b8-4aa1-ae9b-d33e14a18f9e,,0,0
5025d254-63e9-4d8d-ac6d-e7a15f1f26b8,河南日报,1,0,1,其他：未注册抓取配置,,39089b76-7b95-44a4-90d9-bce4652e48ca,,0,0
50c0bdff-f1a4-4399-93b9-c0db265454af,温州市新闻传媒中心,2,0,2,其他：未注册抓取配置,,195f5aa5-c140-4972-9be1-aacf643f1878 | ecf74c6c-1385-40df-b2a6-bf3e7794c88b,,0,0
111c1597-20fe-438c-bb44-31d551f71bbd,浙江广播电视集团,3,1,3,网络/TLS/超时,https://www.zjol.com.cn/,1c542c4d-689f-4e2d-838a-a49745a40917 | 0b776882-f7c1-4e20-b9b7-1619cfa72d5b | f97647fa-df82-4761-8b24-123b991c1520,f97647fa-df82-4761-8b24-123b991c1520,1,0
911602f0-723d-42f8-818e-6465d2e27fbd,广东广播电视台,2,1,2,网络/TLS/超时,https://www.tvs.cn/,74602362-0599-4a34-856b-8a37fa23d694 | c15e47a9-5af6-48bf-8cc3-ab2f9841c11c,e36d5e3a-7169-4f4f-bbba-144ba1e57e35,0,1
fd1d18c7-f390-4cd0-8b87-d72a7e0a984c,锡林郭勒盟日报,2,0,2,其他：未注册抓取配置,,9107eb61-1648-4e8b-b249-6353e881cc06 | 234c65a1-6c67-4531-a665-806c27bfb8e8,,0,0
2b177acf-d7e4-4385-aa7d-031168cbf64d,榆林日报,2,0,2,其他：未注册抓取配置,,6fdcbac0-dac1-4816-aafb-b96e14b9bee1 | 4b2f2ca9-8ec1-4271-a6a2-caba0d208576,,0,0
648f29df-a491-4332-90e3-6fda61ba79fa,湄洲日报,2,0,2,其他：未注册抓取配置,,aa7ae184-3fbb-4ace-99c0-9e9b30f9df4d | 7e0aaca5-7a69-47c9-aab2-dccf91861bdb,,0,0
d5e810ad-f278-421a-b0e3-229159700f94,重庆广播电视集团,2,0,2,其他：未注册抓取配置,,e64be86c-98e8-4e00-848f-6f1c88b64675 | 60a4f608-c27a-4353-9bee-7617a7f6741f,,0,0
629381a5-0666-4bb9-b05c-c3820e3c3b94,四川日报,2,0,2,其他：未注册抓取配置,,4d7f94b3-48f3-45c2-9431-f5fee615b297 | b404c528-8930-4beb-b7a3-07e1c4bdb49a,,0,0
243344d4-fce9-4787-a32c-ad6f5291b194,长沙晚报社,2,0,2,其他：未注册抓取配置,,fc7b783a-efbd-4081-b9a4-0cadadca9ea0 | 3d881b65-30dd-4bde-917a-2c69aae72ce5,,0,0
3d1d7222-8662-42ed-8d4b-0940dba54f6d,承德广播电视台,2,0,2,其他：未注册抓取配置,,c48e42d3-ff35-4eaa-8b38-c2a6f41f9165 | e6ca3778-c11a-49a4-b69b-34f265fc8082,,0,0
8460b917-a077-4d49-825b-0a8bd816ba66,贵州广播电视台,2,0,2,其他：未注册抓取配置,,6b3e1417-6973-4fcb-bfd6-6acfc510b1f6 | 7d04bbd9-21ba-4be1-bf6d-715e25f486c7,,0,0
c728024b-01ff-49d6-bfd2-bc3ffa3cf4aa,黑龙江广播电视台,3,1,3,列表页解析失败,https://www.hljtv.com/,cdb7460b-ad73-4396-919f-a73b76811c4f | 21c0bd38-4146-40f6-8c10-2c46d51ff29b | 70bbc948-f93c-47dd-a35e-3af48844a0e5,21c0bd38-4146-40f6-8c10-2c46d51ff29b,1,0
2aa5c046-818e-4af0-8d47-72312861a5f6,湖南广播电视台,2,1,2,列表页解析失败,https://www.hunantv.com/,0a09ee31-7f44-4011-a328-569491c86be2 | 981915e6-1108-418c-bac4-913dcfd974c0,ede21331-8dd4-485c-9cff-5e6e75f8218d,0,1
675ffbd4-db8a-4b6b-879e-bf0211278dfa,广西广播电视台,3,1,3,数据格式/无效文章,https://www.gxtv.cn/,5648f0b2-41b8-4767-bc7c-97ec35754f5f | 320d860a-3f04-4b78-92e1-9265a4590955 | f341e81d-2568-4a24-b237-09b4b0090d68,5648f0b2-41b8-4767-bc7c-97ec35754f5f,1,0
51fd9095-83ce-4f49-a663-660f174800f8,中国青年报,2,1,2,数据格式/无效文章,https://www.cyol.com/,12dcbd8b-279f-43bd-b720-3f4fe4f430b1 | eb6a6a38-c7d7-43dc-bedb-4617038cbf05,89518fc7-1fca-49f6-9125-506ebc5be8d4,0,1
7948c361-4c35-4a2a-b29c-0eda94915992,珠海广播电视台,2,1,2,网络/TLS/超时,https://www.zhtv.com/,7eb21735-e20c-4c50-abd8-048db026331c | 602b96fe-1a78-474d-9895-400a9f75948f,074a1b73-874f-4145-9729-e90541e7d20a,0,1
0dbfb32e-0c32-4a79-ae3a-aede5232fe86,中国航天报,2,1,2,URL/入口错误,https://www.spacechina.com/,a12c64f1-a5f5-4d90-a748-c4f707854d44 | 70b04246-a6e7-411e-830b-7ca418f36a3d,6bcbd9b0-26a7-470a-a827-21d33bf685d0,0,1
3529bf46-b3f8-4be7-bfc7-4bcd3843cfc4,东莞广播电视台,3,1,3,列表页解析失败,https://www.sun0769.com/,96266c07-c051-411c-90c1-572213cba632 | 233879a9-5733-47f6-b295-149ed6334055 | 415535c6-0280-44a5-8aed-ed5dd01c4819,415535c6-0280-44a5-8aed-ed5dd01c4819,1,0
d9f2c0ac-13ee-4e08-ae85-cf7b888d1f64,中国纪检监察报,1,0,1,其他：未注册抓取配置,,2c3210ab-d049-4b37-98b7-b53a9aa255b0,,0,0
91696414-b9ee-47ae-906d-bd3771bb3adc,沈阳日报,2,0,2,其他：未注册抓取配置,,e69e1ebd-f5ab-4113-af20-84b8c57b0338 | 71800c5f-47f5-4b22-8d0f-e56caaf70cce,,0,0
a4e07cc2-9277-4d07-8809-15f59e088e22,福州日报社,2,0,2,其他：未注册抓取配置,,aba72198-c379-4a91-b9bd-d63ff1c06957 | 8ffa92a9-f80e-4b4e-afe5-21a5f845c235,,0,0
5296caf5-2b0b-4205-b882-c13b3c12e233,陕西日报,2,0,2,其他：未注册抓取配置,,4c97f4f1-aeea-4ef1-899e-9509fdd966d8 | ac105550-3aec-46f4-9739-4d73b29ea091,,0,0
ea16bfb0-384e-4d09-a00a-f543d7bd822b,北京日报,2,0,2,其他：未注册抓取配置,,eefc1945-bb0f-4d61-bb95-7c42476f8f50 | 7c30674b-a07c-42d9-ba06-22e4fb538867,,0,0
7645d54d-bae2-461a-862a-b8121499b847,吐鲁番日报,2,0,2,其他：未注册抓取配置,,3526b315-9247-428d-a089-e6e11b03b879 | e33acb19-46e7-4497-8272-0b98d3949b74,,0,0
7e37bfdb-94cb-47e5-b372-ee718931094d,中国新闻社,2,0,2,其他：未注册抓取配置,,6c3d2281-b98e-4870-9066-86fc6a3a618a | 696920cd-92cb-4bd2-9c2b-7022d5c9a97a,,0,0
5e64a5bd-5dcc-4402-925e-11bcf414638d,求是,2,0,2,其他：未注册抓取配置,,fddba8cb-abe9-4fb5-a62d-63a2c0c4268d | 47cc51ca-0879-4f42-9ca1-fa3ddbe9deed,,0,0
bd760b1a-4d94-4ec0-9bb3-9c08592a2c7e,学习时报,2,0,2,其他：未注册抓取配置,,a2efcfea-cd51-4294-b64a-325abf7f1369 | 025e7bbd-6973-4a45-8cef-d7aaa3255e0c,,0,0
6f4a44ac-21ee-44de-b1b5-807f6e0a6237,中央广播电视总台,2,0,2,其他：未注册抓取配置,,bdc7ef1a-750c-4262-ac3d-6a2ed9d5443e | adaefd5c-5c05-45b0-a063-c0295fc1f9ca,,0,0
d8899a65-7cc9-4707-876d-6ceb2aa00e52,河北广播电视台,2,0,2,其他：未注册抓取配置,,c9e74975-16de-4d03-90c6-d4b3d58f44c0 | a02cc683-e0c5-4fb3-b519-cb5ed9f20d2b,,0,0
c8ef46ce-4f9a-4043-b790-a1c6be1e8f5f,河北日报,2,0,2,其他：未注册抓取配置,,0e09c24f-6e18-4b86-a89f-c0681d618000 | 19e19f93-ce54-4b8b-8fb3-78eecde9ea36,,0,0
91a2278d-617e-4193-a817-a4cb00adfcd0,山西日报,2,0,2,其他：未注册抓取配置,,edf92267-797e-4424-9542-9e138cd4feba | a7eecada-fb58-4d73-8864-d70792dc46a4,,0,0
0fae45e4-46b7-4ece-9de9-8b5c25f47806,山西广播电视台,2,0,2,其他：未注册抓取配置,,ee3356a7-dfa4-447b-b636-cf39df7f4893 | 72b79bb9-729f-4ffc-b123-d78454a1d3b8,,0,0
84500184-6a31-42fa-8c39-a33c57135057,上海广播电视台,2,0,2,其他：未注册抓取配置,,3e82b8c3-9c1b-40a7-bc68-b64bf738aff8 | 9efe1520-f823-4068-9be0-2d3594095542,,0,0
add06f79-b43b-4526-9df6-ddcd68e4026d,新华日报,2,0,2,其他：未注册抓取配置,,25e2a75a-8265-4546-8150-6f1fc205143f | 6d77e808-c44b-4304-a114-ea8cde202f8f,,0,0
2105dbb8-6633-44ad-a6a8-b72b5e41a2de,中国江苏网,2,0,2,其他：未注册抓取配置,,51c8c6f1-faef-4957-b248-e98128214731 | db73920f-9887-4ab6-a6bc-dc8682b40455,,0,0
0f30e346-0a6d-4692-8cf7-8ca7529237cc,江西广播电视台,2,0,2,其他：未注册抓取配置,,c9f01e1b-94f9-4c13-9669-b4815ecedcb7 | baeb412b-6e2f-4380-b8bc-fd70d9a60045,,0,0
70f60567-7a72-4b51-987f-8ee6a21660e8,安徽广播电视台,2,0,2,其他：未注册抓取配置,,db53b904-5199-44e7-bc1e-f84f698b6f43 | b128a33b-3860-400e-b2e8-2e941d8e81d2,,0,0
ea77f662-16b0-409e-80f1-70ef9e8bd71d,云南广播电视台,2,0,2,其他：未注册抓取配置,,d6cf2deb-a181-4afd-8b07-1c0f7e90dee4 | 24106efe-5518-4b83-9e83-79c750e50fbe,,0,0
51650397-b16e-4b20-baa2-5b996785ef68,宁夏广播电视台,2,0,2,其他：未注册抓取配置,,fb176cf9-f1f5-457d-b346-3aa30e253259 | 8defe366-e756-42f6-859c-ea2bf98e9cc4,,0,0
e1a06f69-691c-403a-8866-0a373bef182c,苏州日报社,2,0,2,其他：未注册抓取配置,,6f518a63-b136-4919-83aa-9db4058b0739 | c1a8577e-adfe-4ee6-aa97-d5efceefcb65,,0,0
d8782739-5d66-446d-b7dc-a8145babf0bc,无锡日报报业集团,2,0,2,其他：未注册抓取配置,,f6deb4f6-0360-4bb4-a880-561eb551bf4c | 88db6c96-e629-41aa-af16-c42f08219c04,,0,0
a3d48480-d15f-4103-9dd8-4ff96ccde282,青岛日报报业集团,2,0,2,其他：未注册抓取配置,,22c34aa8-0496-4354-a7e5-30c8715441e3 | 36f7fbcd-50ea-4f93-8822-ae6f6c13b541,,0,0
ea07008d-9e15-4283-b05f-0e03adc77a8b,科技日报,1,0,1,其他：未注册抓取配置,,e6f33de8-7d0c-411d-a11f-4c838faab4ff,,0,0
54e96b2b-25aa-4d86-9435-7145041356b3,工人日报,1,0,1,其他：未注册抓取配置,,1cb985c0-cdaf-49b4-bd24-1123bb172cea,,0,0
c9c53c02-70aa-457c-ba39-bd3af0b05220,中国妇女报,1,0,1,其他：未注册抓取配置,,79db5362-50c8-4f24-bf9c-412bb2a29423,,0,0
d77d7043-06db-4ea6-b447-df265734e645,农民日报,1,0,1,其他：未注册抓取配置,,a26a69e8-3d75-4859-9a7e-d36a178497f3,,0,0
8340ddea-f0a7-46a0-9032-59baaccd9c0d,澎湃新闻,2,0,2,其他：未注册抓取配置,,5b231dec-f22b-47f8-8950-b7b69c823f11 | 1954afb6-db52-4715-b4e1-51150a5183f6,,0,0
e6733651-51d8-4e8b-a155-fab58275a37a,海南广播电视总台,2,0,2,其他：未注册抓取配置,,296bf4a5-e959-4c12-9636-2cd8f5883b1d | 11ffaa86-6b60-43df-a3e7-a59f461854ce,,0,0
67a4c3f2-6cb1-45d5-a8a4-1f32eed1c796,光明日报,1,0,1,其他：未注册抓取配置,,f984e41f-524d-4aa5-acf0-c08b3cc8c63d,,0,0
0fbc62c6-8b98-47b1-b244-7377e3487e6c,长江日报,2,0,2,其他：未注册抓取配置,,0bc828f6-4dba-42b1-b7a2-40f26f8295fd | 34357650-ec67-4c9a-8b01-f6a4f338c30b,,0,0
cfd0c75c-8846-4ef9-bfeb-890452a5833c,湖南日报,2,0,2,其他：未注册抓取配置,,1c89bfc7-71e0-478a-9f20-c2d357f05749 | 76a7e0ed-1f83-426c-855d-5e72b3f6cdd6,,0,0
26789265-f88c-47d8-a30d-bec664b22355,济南广播电视台,2,0,2,其他：未注册抓取配置,,da0a95b1-ea0b-465d-bd3d-4ea146d00a94 | 68d4af59-5f1e-487d-b9c5-346b43037e68,,0,0
ff0e8737-3a4f-47f5-b97e-7ad8e2de83a5,深圳报业集团,2,0,2,其他：未注册抓取配置,,7a0caa4d-ff34-4063-8439-356ae774e0e2 | 419c9f3c-e25b-4134-b242-57ea5cfefe61,,0,0
7152abd8-cc2b-4b46-ae05-df10e02ce25d,重庆日报,2,0,2,其他：未注册抓取配置,,54cfbdaa-1ec6-49c1-aeee-9a22dfca2daf | ff679027-1451-45a2-89a1-3e18c389e79a,,0,0
d8eb91ec-b093-4f15-941e-4ee8d4b3448a,三峡日报,2,0,2,其他：未注册抓取配置,,9a3c4d34-e3e0-424d-815a-6e76b3e6a418 | 01c122dd-2489-4f96-985d-f6e364eca45f,,0,0
af998816-98e2-4114-b64e-71742048c06c,四川广播电视台,2,0,2,其他：未注册抓取配置,,70e7de9e-d955-459d-8706-95086e9db0d6 | 3994763a-0708-4c33-88ad-ea51991bdd1b,,0,0
78426f53-ffb5-4ef2-9f20-7c71fdcc3588,陕西广播电视台,2,0,2,其他：未注册抓取配置,,a2e5e1ec-867d-4928-babb-b894f8e56ca3 | 2dfa3495-262b-426c-a49a-57b9bb6c12bc,,0,0
b12a8d29-b9cd-4305-b4da-6509fdeb52b6,甘肃日报,2,0,2,其他：未注册抓取配置,,dc889cf5-d70e-4d19-98d8-8e869dd06fbd | fd7bb5eb-7a02-45c2-8ddb-755ef0808f01,,0,0
9f9f11a1-9ad7-482a-a939-a0a73eae2498,青海日报,2,0,2,其他：未注册抓取配置,,fc5765ef-c737-40e4-ba83-65545e6880a3 | 5aa968b9-2ba4-4224-b4d8-0e211c59bb4a,,0,0
66fb35f0-84d1-494c-971c-c00a97177ba6,南京广播电视台,2,0,2,其他：未注册抓取配置,,ce10b415-2b18-4dbc-a4d1-ed4fe2ac71f7 | 6cbabd63-d2ec-4577-b459-867d80161a9d,,0,0
23178c9a-b916-4a03-9dce-079eb426ee21,苏州广播电视总台,2,0,2,其他：未注册抓取配置,,ad7a164d-2508-4afd-a3ac-a1da99f24c5a | 5878737f-a633-42db-850d-0341e29c1f8b,,0,0
1868d59d-c4e4-41b2-a188-37abb88a75b6,宁波日报报业集团,2,0,2,其他：未注册抓取配置,,4231d731-0deb-4626-9aa4-66696a37ea12 | dcbb89ca-777c-4ecf-835f-91ab445b908b,,0,0
2c78ef92-7057-40c9-b2b3-759a474c9ef6,合肥报业传媒集团,2,0,2,其他：未注册抓取配置,,dc290974-b8b6-4de0-b317-b0e183148422 | bbfd79ed-0b05-4d02-95f0-9ce442a7cfcd,,0,0
c1e36ab9-79ca-40fe-a824-6dbb26c6cf83,湖北日报,2,0,2,其他：未注册抓取配置,,f9305134-c7a5-4724-a02d-ca117e3129b7 | 0bae6817-0fd9-4e75-97bf-f9e073e34fe0,,0,0
3a05e66b-78ee-4391-b61d-b3b48c073393,三明市融媒体中心,2,0,2,其他：未注册抓取配置,,974480ac-4eba-4988-97dd-36b30e8feaff | 90d8f489-7707-41fa-83b6-55d8721bc149,,0,0
64ac51ff-ea58-48f6-84a4-013c7680bc5c,浙江日报,2,0,2,其他：未注册抓取配置,,c78d88de-b566-4dd9-93ef-2fff29f7111a | 9ab1eb07-de9f-4f94-a1e0-0bcf1027d3a1,,0,0
5d3a7017-fb42-4c4c-a6d7-04d4556b414d,洛阳广播电视台,2,0,2,其他：未注册抓取配置,,c3034c4a-0188-4620-963d-6d3ff203d112 | 6f7af13b-e89a-46c0-b6fb-13637731723b,,0,0
19a562bd-c048-4ad8-907c-a3d072682c30,安徽日报,2,0,2,其他：未注册抓取配置,,1e5e73a9-128f-4c15-ad5e-976657784b36 | 5a03a436-e657-4314-bb54-97191d9bffd8,,0,0
bf36bedb-3c7c-4805-98b7-5167f30e5b30,天津海河传媒中心（天津日报）,2,0,2,其他：未注册抓取配置,,8a4e5086-2d8b-43bc-9b9b-126e8e25a2c8 | d9078301-e6dc-4954-a7df-20f7037ef7cd,,0,0
845d2237-6bf9-45a3-97d1-c30515d39dad,人民政协报,2,0,2,其他：未注册抓取配置,,a582584e-fc8a-466c-82ab-3aed793d3f8d | 18508e26-7b48-44ee-b7fd-a013c2ac024f,,0,0
4bceb8de-a659-4b56-877c-978a8602d167,经济参考报,2,0,2,其他：未注册抓取配置,,f632c210-8ab1-4f64-8b9e-6317cf9bddad | 6ce12ebe-a41e-47e1-b515-ab886f2dc9d9,,0,0
